'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('0007f9c5-a0f0-438b-90bd-64709f3d7e4f', '4100_3', 60, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('7fbbb9c2-00f1-4766-b614-fd0fac69fec6', '2013', 68, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('82245c04-15ab-4bec-99c6-bbb3330db995', '4051', 96, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('8247a46e-e280-4b2f-a2ac-ff1449f19034', '3202', 4, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('826e5f1a-b07f-4e62-bcfc-c6a6d78a16c1', '5002', 2, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('83559dc5-2799-485f-a7e5-9c19bacd1b2e', '2038', 92, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('854aea15-6f46-44e9-bbcc-d59b1d37b030', '3208', 50, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('866a1db7-6fcd-455e-8d44-ec0f7ea793cf', '4052', 23, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('86816d1a-2065-4d4e-ad4c-8b1b62e8014c', '3100_1', 56, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('87984891-4e83-426a-a2fb-a737bfb98562', '3226', 93, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('89766c64-e4ef-4c44-8967-65c6b97653f6', '5061', 23, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('8a186b74-25c8-415d-bf1b-a9177bad0673', '6082', 92, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('8b02e7cd-9f9b-4757-80a2-a9760c114442', '5069', 8, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('8b393d05-b0c4-468f-8a8f-fb6c0735c544', '2068', 88, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('8bbd3fb4-1e00-45ce-b23d-9246c5f87b87', '2099', 51, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('8d4546a8-106e-411f-b904-b4e03f6b17df', '2072', 96, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('8e7fc10d-5339-4fab-b45b-387c0daafa67', '2100_3', 77, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('8eefaaf9-62e8-44ec-b12e-0ad8ace5b8bd', '1407', 70, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('8fabb297-f04c-48c5-9d4c-7f8bcb1c7c15', '2232', 35, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('8ff5134f-402a-448f-a136-b0da45348ba7', '3211', 76, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('92666724-edf6-442e-8dd1-8512133ba1ba', '2088', 91, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('9268b973-9883-4f0d-aaab-6ccc55fd8020', '5064', 56, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('941855f6-7853-46a8-9f11-d561b5660acb', '2204', 67, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('94c8c911-5f6e-49af-a2d5-3ad4bbde5a8d', '4216', 30, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('94f83ee4-98d7-4993-a46a-85801fc42663', '6084', 59, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('958f1c39-9df2-4bc3-8ad6-d83e8dee2bfd', '2214', 12, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('96049bc1-377f-4f59-803a-173d3054d71d', '6218', 60, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('96c58960-7250-454f-8327-630a692f8ca3', '5100_7', 39, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('97340c6c-c317-4b0b-853d-7439221c7e6a', '3086', 95, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('98db2fb3-3887-4af4-9e05-2f25739130f7', '6032', 49, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('9935f5f1-6619-43ca-824f-b2727b593154', '3100_8', 66, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('99bcfafd-8345-48bd-b09f-287d35b1b302', '2066', 86, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('9b1a3892-fc03-4cee-95b6-a5512d1a07ae', '5216', 69, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('9c25c806-8de8-49ef-bfac-7abcba7b6d1d', '3032', 26, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('9d4ce597-3c45-477b-b7f0-664026dc564b', '2202', 78, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('9f6d60d2-6b6e-4849-9a72-821b1dc403ea', '5059', 11, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('9fccd430-61f7-426c-a88e-ba5c58f47015', '2091', 8, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('9fe1b19f-6f8c-470a-8a50-756c8129523a', '5062', 19, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('a03d55b8-9689-423c-a08a-92c78ecd2403', '3038', 88, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('a085b728-0f80-4464-b05e-6c1c915436b1', '3088', 16, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('a0bbef3e-961d-451b-8a3d-fd469caff151', '3026', 21, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('a135e8d0-9e66-4518-9bd1-32e0eb5cb1b4', '1500', 88, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('a15aadf4-a028-4261-8cad-cbc8b44b9530', '2011', 67, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('a26769b0-4c08-4437-9977-d1a3fbb3ad89', '2089', 16, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('a288f396-a6ec-4478-a7a0-a49f81d47b09', '6086', 57, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('a2cd770d-4989-4314-978d-b8a491c98625', '5038', 88, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('a355114a-b59e-49ef-8025-fbf8ca12f6de', '2100_10', 44, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('a485a75c-2ff2-422d-bb34-f7724d016d0a', '5206', 76, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('a4bc40f4-f453-4a14-9f80-eb5b574b3631', '5072', 0, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('a4dd92f4-2543-49b2-abba-88751e017ca2', '5099', 16, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('a5eac9ab-ca7d-4219-9f26-eb28dc552705', '3044', 28, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('a6bb5b7b-21dc-4251-a502-4cc885e7bc3f', '3019', 48, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('a70ce088-d002-452a-8e48-691aeda69c3c', '5019', 41, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('a7132d38-7142-43a3-825d-9dbf11d54605', '3219', 96, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('a71be07b-c45e-4483-979b-86b8da9ea04a', '3011', 63, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('a725005d-cc02-41e7-a8de-a0ab3712f9f6', '5100_6', 57, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('a8d29c6a-b8d6-4d9d-aba0-568a370647fb', '6044', 36, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('a90a40c8-c3a2-4f3e-a251-286a09a10ecd', '2082', 68, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('a9142e1f-65dc-4b5f-b131-b4b67d597665', '2228', 60, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('a99483d0-79da-46eb-be17-8e44127cb182', '5048', 91, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('a9d7880a-8d32-4d0a-a2fd-2c489ecd6e90', '1423', 18, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('aa36d057-dea9-4d6d-b925-33490cd459e8', '3212', 98, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('aaf4e9fa-303c-4a5c-8ea3-0475a8e6efc3', '4072', 24, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('abc5b126-6ca8-4e0c-b31d-3edf896ef012', '5004', 16, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('abde24d3-8904-445b-892b-5c36fd1e2a56', '2065', 23, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('ae394607-c0d6-4f34-86bd-1fd40d44be22', '4082', 28, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('af636cb8-54e7-47a9-9701-30d07d5bcfff', '5039', 97, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('b05484a0-e19e-4ad2-b85b-5315a2f366db', '5241', 57, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('b1c8a0f1-3f28-4542-ab55-c55bdb12a7a6', '2219', 85, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('b2470d91-6c2c-4b50-8f5e-8896cf0627ac', '4100_10', 99, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('b463ca83-f30a-4948-855c-609797ad107b', '4066', 36, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('b4b820fb-bfb2-45de-bd48-ac512a0e703a', '6029', 47, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('b51840c3-e055-4f23-8872-9c2cd912fa5c', '5086', 88, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('b5bad9ae-7474-4d44-a7ee-cb75e898eef7', '5232', 27, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('b634527e-ea19-48aa-86a4-a5e5b61a8ae5', '4221', 56, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('b6cb5449-5b38-4255-81f8-a9aa490c7477', '2216', 92, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('b7352644-9a71-41d4-931d-ae75b188bd94', '6219', 93, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('b95d0ee8-7cb5-4513-8e35-ed4152c24adf', '6088', 35, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('b97f90eb-b758-4330-8d2a-3466f05df230', '2054', 57, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('ba16fa0b-9bd7-4e99-9896-a5df2183071e', '3216', 92, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('bc07081a-e124-4f41-a717-211300a28510', '4214', 99, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('bd88fe53-5b50-4cc5-811c-5ea997b2cbcf', '3082', 10, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('beb40223-481e-4aee-aefe-9afa5f60705c', '3100_7', 95, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('beda3c2a-fb1f-4e6b-b208-6403fb9d4d57', '4243', 29, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('c00bfdba-c44b-4918-850b-82a13ec563f2', '5029', 10, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('c172a03d-d54b-4582-9f59-097e3bf0afbe', '5042', 53, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('c181102b-76bb-4235-ba96-f2fa3eaf4f3c', '6049', 45, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('c1efbee0-c559-4634-a335-a88c700807e5', '2042', 5, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('c310d2db-7753-4940-aafc-2e1f37398714', '3089', 60, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('c3c38af9-9da1-4ce3-b777-7d9e487fef08', '2100_4', 66, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('c3f143e4-8f4c-4461-b37e-bd680a106a30', '6024', 90, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('c44e9b4a-5579-4fb0-872e-cd675bc2d60e', '4084', 48, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('c5e213f0-2287-4c9b-913a-b23d4ace0d2a', '3064', 41, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('c783e72e-3926-48fe-bcc9-cd124ce4e154', '2234', 12, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('c90cd4a2-d76f-4ceb-a79e-ff0782cd36e6', '5208', 45, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('c945a221-5c4c-4f53-9611-105b5c48b2e9', '1600', 3, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('c9b068a6-f8d4-48fd-bb1e-6d53f4fb8deb', '1431', 28, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('c9d44f30-b087-485e-8c70-af12f56403ff', '5243', 30, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('cade8b60-9751-4392-8ddf-dde64a9bcd05', '1429', 17, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('cc21281d-effc-426d-98e2-1a41feabdc0f', '6132', 25, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('cca66fc4-4ada-4273-942c-ce4c742583b9', '6215', 14, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('ccd57f66-87db-4c98-a194-ae8942fdf711', '3224', 86, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('cd96ee6c-5b3b-4a45-b011-575d2f47ac73', '2026', 87, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('cdabcfd2-3353-4fef-adf9-f7143799cf76', '6068', 98, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('ce4354a0-72ea-4de6-b6e1-7317cb02845a', '5226', 59, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('cecdea2e-3728-4fcb-9287-1e68f22ade5f', '5052', 44, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('cedf921b-ce08-4e4d-a153-7fc9d96236a9', '4058', 60, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('cf1b4660-e503-483c-a186-083b75cac4ec', '1412', 72, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('d0959f1a-e1d4-4b4b-8dab-294b8d7ab580', '4068', 85, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('d1b3538b-8fa6-43b4-a471-d27015b1a040', '5082', 69, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('d27ce541-ea26-4b8e-88d1-7bf90853d625', '3100_3', 44, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('d2a280a0-49c1-4977-ac34-7c4cdf156a1a', '2008', 36, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('d37f85c4-8d61-4cd8-9234-7547fb58f70b', '4032', 10, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('d4f7d835-e018-465c-85ae-40c54b7ed632', '4100_1', 32, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('d58cccc2-8892-45bb-8313-6450d4623b9a', '2209', 70, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('d747083f-bfed-4309-97ab-a24e5214531f', '3048', 77, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('d7871c6b-6865-4fe2-990e-8047292b757a', '6042', 73, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('d8a1e781-47b4-4a70-a32c-6bc6369fbffd', '5100_5', 93, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('d8d00f2f-3009-432e-9d7b-f3b19e3ecc9a', '3058', 88, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('d95a11cc-b925-49cf-a84f-7e70b595fce4', '5221', 97, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('d96aa6ef-db04-40c3-9bc5-390edbda2c3c', '2056', 56, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('d9c511cd-4a20-4d1e-b1dd-a6d197b9d680', '4099', 47, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('da48df65-ff1b-45d3-a954-5358202eeb75', '3056', 0, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('db3578dc-2c33-4450-b1d5-29960da88e2d', '3069', 38, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('db8c172d-13ae-488e-8768-8ccd60eb01ea', '1427', 18, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('de616de2-29dd-4130-9759-e17f07d0cbc1', '4206', 50, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('de71c733-fea4-4bf7-aa55-c700cbf4d363', '2231', 70, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('e044ac09-e907-4f0c-895c-32c18f6925d3', '2208', 21, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('e0eab7b5-570c-4ba9-aa4b-86ecf06240f0', '5008', 98, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('e1ec1068-640b-4741-92c5-498a9db8b0bb', '3100_10', 96, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('e306851a-b66c-4748-9337-f62755634da5', '6064', 19, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('e5e2c86b-d9a2-4397-8bcb-ba57b6d28b59', '2048', 97, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('e66daeba-1387-4312-9e6f-d7dce00d04a9', '4202', 89, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('e69d1521-e945-4b49-b284-5ea6f73211ad', '2212', 69, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('e741d603-7541-4f7b-9e82-a261c6f4c052', '5013', 47, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('e8181847-1baa-4b71-a44d-a7ea217e4cf1', '4088', 78, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('e82d11a6-26a7-4921-bb18-4429447799cb', '6028', 72, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('e83d48e8-beb1-42ee-b798-48e29843289d', '5089', 78, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('e84e1429-b7c9-4da4-8f45-bf75323b0211', '5066', 52, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('e862ad3e-aafb-4e7f-970f-74f00bcef306', '3091', 61, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('ea87d398-5c62-4236-afd3-32abb9b51a88', '4222', 68, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('eaaacb5b-b4b3-4762-b64b-322d74b52fdd', '4209', 78, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('eab797ab-6c4f-4c57-9975-e48e1ef179b6', '1420', 17, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('ead96356-f95d-4ea0-bf81-6ff6aea5c0ac', '3100_2', 44, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('eb0d365b-834a-48d5-82a6-53119be6cf0c', '6212', 72, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('eb483923-7ba9-4229-be7a-30046354e75d', '6046', 98, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('eb625a26-60db-4b50-9008-e36476bc4baf', '5092', 46, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('ec8c704e-944f-4325-9f51-56260e399f5d', '3051', 98, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('ed065ec5-04be-432d-b0a6-2cc7234492c1', '3076', 13, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('ee4cd7e7-5675-44f5-bc52-453ca7d74054', '6074', 26, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('ee57e495-d57a-481f-bd11-e466e5f9ada1', '1428', 31, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('ee63b066-e277-4b98-8e8f-e6a6c33155ed', '3100_4', 95, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('ee9f076f-fe10-4726-b8ad-3aa0297d75b9', '3028', 70, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('eeb5aeb4-3544-47c9-b9a4-0c060a06ba8e', '2100_8', 34, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('efb7185c-68e9-4253-99d4-9f3b71e8ce03', '1300', 22, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('efbeea1e-af6a-461a-99ab-067980fbcbfc', '4212', 36, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('f009212f-054a-4c7e-ac9c-df9dd491722e', '4076', 62, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('f1451bb7-9f8a-41ce-82f4-8ee3c458b4ac', '1403', 79, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('f175260e-02e2-4cf3-a84b-0cc8d2154681', '4089', 27, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('f2d5b5ab-16f2-4883-b767-33b69356d218', '4204', 43, '2017-11-08 00:00:00', 'vSensor2');
